val;C0;C5;C10;C15;C20;C25;C30;C35;C40;C45;C50;C55;C60;C65;C70;C75;C80;C85;C90;C95;C100;C105;C110;C115;C120;C125;C130;C135;C140;C145;C150;C155;C160;C165;C170;C175;C180
85,00;16,61;22,80;22,50;19,33;20,35;16,32;14,13;14,39;13,68;12,30;12,32;16,80;13,60;9,82;8,61;6,97;5,87;3,72;3,08;1,84;0,91;0,91;0,46;0,53;0,93;0,93;0,67;0,56;0,46;0,37;0,34;0,30;0,23;0,23;0,19;0,16;0,14
86,00;12,49;14,78;15,95;15,41;12,79;12,36;10,71;10,97;9,84;9,70;11,04;13,23;12,59;9,36;7,51;6,20;4,99;2,97;2,55;1,50;0,87;0,83;0,46;0,49;0,83;0,79;0,60;0,53;0,46;0,37;0,37;0,30;0,26;0,23;0,23;0,23;0,14
87,00;9,33;11,01;12,01;10,75;10,55;9,47;9,33;10,25;9,05;8,72;10,39;12,25;12,32;8,45;6,41;5,08;4,24;2,41;1,95;1,32;0,79;0,83;0,42;0,46;0,79;0,72;0,56;0,53;0,46;0,42;0,37;0,34;0,30;0,26;0,23;0,23;0,22
88,00;8,16;9,17;9,78;8,53;8,50;7,66;8,31;9,24;8,38;8,68;9,90;10,90;11,50;7,59;5,69;4,12;3,17;2,07;1,65;1,28;0,79;0,42;0,42;0,41;0,79;0,67;0,60;0,56;0,46;0,46;0,37;0,37;0,30;0,30;0,26;0,30;0,22
89,00;7,87;8,75;8,72;8,16;7,66;7,25;7,86;8,79;8,50;7,86;9,57;9,92;10,51;7,41;5,08;3,52;2,54;1,81;1,58;1,16;0,75;0,42;0,42;0,41;0,83;0,72;0,63;0,60;0,53;0,49;0,46;0,37;0,37;0,30;0,30;0,30;0,30
90,00;7,42;8,35;8,50;7,48;7,29;6,57;7,33;8,45;8,31;7,22;9,30;9,09;9,88;6,66;4,93;2,95;1,93;1,65;1,46;1,16;0,79;0,79;0,42;0,41;0,83;0,79;0,67;0,63;0,53;0,53;0,46;0,46;0,37;0,37;0,34;0,30;0,30
91,00;6,98;7,71;7,46;6,87;6,65;6,06;6,80;7,35;7,64;6,65;8,05;8,31;8,74;5,95;4,34;2,79;1,83;1,47;1,44;1,10;0,77;0,77;0,44;0,41;0,85;0,85;0,66;0,66;0,59;0,55;0,44;0,44;0,41;0,37;0,37;0,37;0,30
92,00;6,47;7,16;6,95;6,39;6,06;5,74;6,29;6,95;7,20;6,39;6,77;7,68;8,26;5,44;3,89;2,35;1,28;1,40;1,44;1,07;0,77;0,77;0,81;0,81;0,89;0,92;0,69;0,66;0,59;0,55;0,51;0,48;0,44;0,44;0,41;0,37;0,37
93,00;6,02;6,54;6,47;5,99;5,84;5,47;5,92;6,10;6,43;6,36;6,13;7,05;7,57;5,33;3,38;1,83;1,28;1,40;1,40;1,07;0,77;0,77;0,81;0,81;0,92;0,85;0,73;0,69;0,62;0,59;0,51;0,51;0,48;0,44;0,44;0,44;0,37
94,00;5,66;6,02;5,95;5,66;5,54;5,26;5,54;5,66;5,81;6,02;5,88;6,57;6,65;4,78;3,31;1,80;1,25;1,44;1,40;1,03;0,81;0,81;0,81;0,81;0,92;0,89;0,77;0,77;0,66;0,62;0,59;0,55;0,51;0,48;0,44;0,44;0,44
95,00;5,22;5,58;5,51;5,36;5,22;5,15;5,26;5,36;5,40;5,40;5,63;6,13;6,43;4,71;3,16;1,47;1,28;1,44;1,32;1,07;0,81;0,81;0,85;0,85;0,96;0,89;0,81;0,77;0,69;0,62;0,59;0,59;0,51;0,51;0,48;0,51;0,44
96,00;4,92;5,15;5,15;5,11;5,03;5,03;5,07;5,15;5,07;4,99;5,29;5,88;6,13;4,23;2,72;1,51;1,28;1,47;1,32;1,10;0,81;0,85;0,85;0,89;0,99;0,89;0,85;0,81;0,73;0,69;0,66;0,59;0,59;0,55;0,51;0,51;0,51
97,00;4,78;4,85;4,92;4,92;4,92;4,85;4,85;4,85;4,81;4,67;4,96;5,51;5,63;4,08;2,75;1,54;1,37;1,47;1,28;1,14;0,85;0,85;0,89;0,89;1,03;0,96;0,92;0,85;0,77;0,69;0,66;0,62;0,59;0,59;0,55;0,59;0,51
98,00;4,63;4,71;4,78;4,81;4,85;4,71;4,67;4,60;4,56;4,34;4,71;5,44;5,29;4,05;2,90;1,95;1,40;1,54;1,32;1,17;0,85;0,89;0,89;0,89;1,07;0,96;0,92;0,89;0,81;0,77;0,73;0,66;0,62;0,59;0,59;0,59;0,59
99,00;4,56;4,56;4,63;4,63;4,67;4,51;4,44;4,37;4,30;4,12;4,48;5,26;4,96;3,68;3,02;1,69;1,54;1,65;1,44;1,25;0,89;0,89;0,89;0,89;1,10;1,03;0,99;0,92;0,85;0,77;0,73;0,69;0,66;0,66;0,62;0,59;0,59
100,00;4,34;4,34;4,44;4,44;4,44;4,34;4,23;4,08;4,08;3,89;4,12;4,85;4,71;3,71;3,16;2,13;1,62;1,80;1,54;1,28;1,25;0,92;0,92;0,89;1,14;1,07;0,99;0,96;0,89;0,85;0,77;0,73;0,69;0,66;0,66;0,66;0,66
101,00;4,12;4,16;4,26;4,23;4,23;4,12;4,00;3,89;3,86;3,64;3,86;4,56;4,60;4,12;3,23;2,31;1,65;2,02;1,58;1,25;1,25;0,92;0,96;0,92;1,17;1,10;1,07;0,99;0,92;0,85;0,81;0,77;0,73;0,69;0,66;0,66;0,66
102,00;3,89;3,89;4,05;4,01;4,01;3,89;3,82;3,71;3,64;3,45;3,60;4,23;4,44;4,37;3,31;2,50;1,83;2,31;1,51;1,21;1,28;0,96;0,96;0,92;1,17;1,14;1,07;1,03;0,96;0,92;0,85;0,81;0,73;0,73;0,73;0,73;0,66
103,00;3,68;3,68;3,82;3,78;3,82;3,64;3,64;3,45;3,38;3,31;3,41;3,93;4,34;4,44;3,45;2,86;2,10;2,28;1,51;1,21;1,28;0,96;0,96;0,92;1,17;1,17;1,14;1,07;0,99;0,92;0,89;0,85;0,81;0,77;0,73;0,73;0,73
104,00;3,38;3,50;3,60;3,57;3,60;3,50;3,41;3,23;3,13;3,20;3,34;3,71;4,08;4,60;3,93;3,20;2,28;2,24;1,51;1,25;1,32;0,96;0,96;0,96;1,25;1,25;1,14;1,10;1,03;0,99;0,92;0,85;0,81;0,81;0,77;0,81;0,73
105,00;3,23;3,20;3,34;3,34;3,38;3,23;3,16;3,09;3,02;3,16;3,31;3,53;3,86;4,71;4,01;3,78;2,79;2,06;1,47;1,32;1,32;1,37;0,99;0,96;1,25;1,25;1,21;1,14;1,07;0,99;0,96;0,92;0,89;0,85;0,81;0,81;0,81
106,00;3,02;3,05;3,16;3,13;3,13;3,05;2,98;2,95;3,02;3,20;3,13;3,23;3,89;4,67;4,08;3,96;3,13;2,17;1,44;1,40;1,32;1,40;0,99;0,96;1,32;1,28;1,21;1,14;1,10;1,07;0,96;0,92;0,89;0,89;0,85;0,89;0,81
107,00;2,79;2,83;2,95;2,95;2,95;3,02;3,02;2,90;3,05;3,02;2,98;3,02;3,64;4,48;4,30;4,12;3,13;2,72;1,44;1,40;1,37;1,07;0,99;0,99;1,32;1,32;1,25;1,17;1,14;1,07;1,03;0,96;0,92;0,89;0,89;0,89;0,89
108,00;2,72;2,75;2,83;2,95;3,05;2,95;2,86;2,86;2,90;2,86;2,83;2,86;3,31;4,30;4,44;4,37;3,23;2,75;1,37;1,37;1,40;1,07;0,99;0,99;1,37;1,32;1,28;1,21;1,14;1,14;1,03;0,99;0,96;0,92;0,92;0,92;0,89
109,00;2,79;2,86;2,93;2,93;2,90;2,86;2,75;2,72;2,79;2,72;2,75;2,75;3,09;4,12;4,51;5,15;3,57;2,47;1,40;1,37;1,07;1,07;1,03;1,03;1,40;1,40;1,28;1,25;1,21;1,14;1,07;1,03;0,96;0,96;0,96;0,96;0,96
110,00;2,72;2,75;2,83;2,86;2,86;2,72;2,72;2,61;2,72;2,61;2,68;2,61;3,02;3,78;4,81;5,33;4,67;2,35;1,44;1,32;1,07;1,07;1,03;1,03;1,40;1,40;1,32;1,28;1,21;1,14;1,10;1,07;1,03;0,99;0,96;0,96;0,96
111,00;2,65;2,65;2,75;2,75;2,75;2,57;2,50;2,50;2,57;2,54;2,61;2,54;2,98;3,96;5,88;6,13;4,60;2,28;1,51;1,37;1,03;1,03;1,07;1,07;1,44;1,40;1,37;1,32;1,25;1,21;1,14;1,07;1,03;1,03;0,99;1,03;0,96
112,00;2,50;2,50;2,61;2,54;2,57;2,43;2,35;2,38;2,50;2,47;2,50;2,47;2,86;5,03;6,69;6,84;4,56;2,31;1,58;1,44;0,99;1,07;1,07;1,07;1,44;1,47;1,37;1,32;1,28;1,21;1,17;1,10;1,07;1,03;1,03;1,03;1,03
113,00;2,28;2,28;2,35;2,31;2,31;2,24;2,24;2,31;2,47;2,50;2,50;2,50;2,79;6,10;5,66;8,35;4,85;2,17;1,76;1,47;0,99;1,07;1,07;1,07;1,47;1,47;1,44;1,40;1,28;1,25;1,17;1,14;1,10;1,07;1,03;1,07;1,03
114,00;2,06;2,10;2,17;2,13;2,17;2,10;2,10;2,31;2,50;2,43;3,20;2,90;3,02;6,02;8,45;5,15;4,05;2,20;1,62;1,47;1,03;1,07;1,10;1,10;1,51;1,51;1,44;1,40;1,37;1,28;1,21;1,17;1,10;1,10;1,07;1,10;1,10
115,00;1,92;1,95;1,99;1,99;2,02;2,02;2,06;2,17;2,57;2,24;2,75;3,57;3,31;9,45;10,11;4,26;3,93;2,13;1,62;1,44;1,03;1,10;1,10;1,47;1,54;1,54;1,47;1,47;1,37;1,32;1,25;1,21;1,17;1,10;1,10;1,10;1,10
116,00;1,83;1,88;1,88;1,83;1,92;1,95;1,99;2,10;2,38;2,13;2,72;4,08;4,44;9,22;7,13;4,74;3,89;2,10;1,65;1,54;1,03;1,10;1,10;1,51;1,58;1,54;1,51;1,47;1,44;1,37;1,28;1,21;1,17;1,14;1,10;1,10;1,10
117,00;1,69;1,80;1,76;1,80;1,88;1,88;1,95;1,99;2,20;2,17;3,02;3,50;4,63;8,08;5,81;6,57;3,96;2,13;1,69;1,47;1,07;1,10;1,14;1,14;1,69;1,54;1,54;1,47;1,44;1,37;1,32;1,25;1,17;1,17;1,14;1,17;1,17
118,00;1,62;1,69;1,69;1,69;1,80;1,88;1,92;1,92;2,10;2,54;2,95;3,57;4,63;7,13;5,29;5,81;3,45;1,92;1,58;1,47;1,07;1,10;1,14;1,14;1,72;1,58;1,54;1,51;1,44;1,40;1,32;1,28;1,25;1,17;1,17;1,17;1,17
119,00;1,54;1,58;1,58;1,65;1,72;1,76;1,95;1,92;2,17;2,79;2,83;3,50;5,19;6,54;4,16;3,93;2,10;1,62;1,54;1,47;1,07;1,10;1,14;1,14;1,72;1,62;1,58;1,54;1,51;1,44;1,37;1,28;1,25;1,21;1,17;1,17;1,17
120,00;1,54;1,62;1,58;1,65;1,69;1,72;1,80;1,88;2,17;2,61;2,75;4,05;5,63;6,06;3,09;2,90;1,69;1,83;1,62;1,51;1,07;1,10;1,14;1,14;1,76;1,72;1,58;1,54;1,51;1,44;1,40;1,32;1,25;1,25;1,21;1,25;1,17
121,00;1,54;1,58;1,58;1,62;1,65;1,69;1,80;1,92;2,54;2,54;3,13;4,00;7,35;4,19;2,43;2,38;1,54;1,95;1,58;1,47;1,07;1,10;1,14;1,51;1,69;1,76;1,62;1,58;1,51;1,47;1,40;1,32;1,28;1,25;1,25;1,25;1,25
122,00;1,47;1,51;1,54;1,54;1,58;1,69;1,80;2,31;2,79;2,50;3,09;3,53;7,02;2,95;2,31;1,88;1,54;1,80;1,58;1,44;1,07;1,10;1,10;1,14;1,65;1,72;1,62;1,58;1,51;1,51;1,44;1,37;1,32;1,25;1,25;1,25;1,25
123,00;1,40;1,44;1,51;1,58;1,58;1,69;1,92;2,83;2,83;2,65;3,05;3,50;5,74;2,65;1,95;1,95;1,65;1,76;1,58;1,44;1,07;1,10;1,10;1,14;1,65;1,72;1,65;1,62;1,54;1,51;1,44;1,37;1,32;1,32;1,28;1,32;1,25
124,00;1,40;1,44;1,47;1,58;1,62;1,76;2,50;3,05;2,68;2,68;2,86;3,45;4,37;2,61;2,17;2,31;1,88;1,62;1,54;1,40;1,03;1,10;1,10;1,14;1,65;1,69;1,65;1,62;1,58;1,51;1,44;1,40;1,32;1,32;1,28;1,32;1,32
125,00;1,47;1,47;1,51;1,69;1,76;2,65;3,16;2,83;2,79;2,75;2,86;3,78;3,75;2,28;2,57;2,43;1,83;1,51;1,51;1,40;1,03;1,07;1,10;1,14;1,65;1,69;1,65;1,62;1,58;1,51;1,47;1,40;1,32;1,32;1,32;1,32;1,32
126,00;1,62;1,54;1,65;2,06;2,35;3,23;3,27;2,75;2,68;2,75;2,65;3,71;3,31;1,65;3,31;1,92;1,54;1,40;1,47;1,40;1,03;1,07;1,10;1,14;1,65;1,69;1,65;1,65;1,58;1,51;1,47;1,40;1,37;1,32;1,32;1,32;1,32
127,00;2,06;1,99;2,06;3,02;3,27;3,50;2,79;2,75;2,72;2,90;2,79;3,53;4,00;1,47;2,43;1,51;1,32;1,37;1,40;1,40;1,03;1,07;1,10;1,14;1,65;1,72;1,65;1,69;1,58;1,51;1,47;1,40;1,40;1,32;1,32;1,32;1,32
128,00;2,86;2,90;2,86;3,45;3,53;2,75;2,86;2,61;2,68;2,57;3,20;3,16;2,86;1,47;1,92;1,32;1,21;1,37;1,37;1,37;1,03;1,07;1,10;1,14;1,65;1,69;1,65;1,69;1,58;1,51;1,47;1,44;1,40;1,37;1,32;1,37;1,32
129,00;3,16;3,27;3,38;3,57;2,98;2,83;2,95;2,61;2,57;2,47;3,02;2,68;2,61;1,44;1,62;1,25;1,14;1,32;1,37;1,37;1,03;1,07;1,14;1,14;1,65;1,65;1,65;1,65;1,58;1,54;1,47;1,44;1,40;1,40;1,37;1,37;1,32
130,00;2,72;2,95;2,86;2,75;2,90;2,86;2,61;2,65;2,72;2,35;2,68;2,20;2,35;1,37;1,37;1,17;1,14;1,28;1,32;1,37;1,03;1,07;1,14;1,14;1,65;1,65;1,65;1,65;1,62;1,54;1,47;1,47;1,40;1,40;1,37;1,40;1,40
131,00;2,50;2,54;2,61;2,79;2,86;2,47;2,68;2,65;2,20;2,35;2,43;1,95;2,02;1,25;1,25;1,14;1,10;1,25;1,32;1,37;1,03;1,07;1,14;1,14;1,65;1,65;1,65;1,65;1,62;1,54;1,47;1,47;1,40;1,40;1,37;1,40;1,40
132,00;2,57;2,68;2,61;2,61;2,38;2,57;2,61;2,57;2,06;2,28;2,31;1,83;1,88;1,21;1,47;1,10;1,07;1,25;1,32;1,37;1,07;1,10;1,14;1,17;1,65;1,65;1,65;1,65;1,62;1,54;1,47;1,47;1,40;1,40;1,40;1,40;1,40
133,00;2,13;2,24;2,24;2,28;2,57;2,65;2,75;2,20;2,10;2,28;1,99;1,62;1,58;1,17;1,58;1,10;1,07;1,25;1,32;1,40;1,07;1,10;1,14;1,17;1,65;1,65;1,65;1,65;1,62;1,54;1,47;1,44;1,40;1,40;1,40;1,40;1,40
134,00;2,13;2,06;2,17;2,38;2,61;2,72;2,50;2,13;1,99;2,13;1,76;1,51;1,47;1,14;1,40;1,07;1,07;1,25;1,28;1,37;1,07;1,10;1,14;1,17;1,65;1,69;1,69;1,65;1,62;1,54;1,51;1,47;1,40;1,40;1,40;1,40;1,40
135,00;2,28;2,20;2,28;2,47;2,72;2,61;2,06;2,02;1,99;1,92;1,58;1,44;1,40;1,10;1,14;1,07;1,07;1,25;1,28;1,37;1,07;1,10;1,14;1,17;1,65;1,72;1,69;1,65;1,62;1,54;1,51;1,47;1,40;1,40;1,40;1,40;1,40
136,00;2,35;2,31;2,43;2,65;2,68;2,06;2,02;1,95;2,24;1,80;1,47;1,40;1,37;1,14;1,10;1,07;1,07;1,25;1,28;1,37;1,07;1,10;1,14;1,17;1,69;1,72;1,69;1,65;1,62;1,54;1,51;1,47;1,40;1,40;1,40;1,40;1,40
137,00;2,57;2,50;2,50;2,38;2,10;2,02;1,92;1,92;2,13;1,69;1,51;1,62;1,47;1,17;1,07;1,07;1,07;1,25;1,28;1,37;1,07;1,10;1,14;1,17;1,72;1,72;1,69;1,65;1,62;1,58;1,54;1,47;1,40;1,40;1,40;1,40;1,40
138,00;1,92;2,02;1,99;1,80;1,92;1,99;1,76;1,99;1,88;1,69;1,62;1,51;1,40;1,32;1,07;1,07;1,03;1,25;1,28;1,37;1,07;1,10;1,14;1,17;1,72;1,76;1,69;1,65;1,58;1,58;1,51;1,47;1,40;1,40;1,40;1,40;1,40
139,00;1,69;1,69;1,72;1,83;1,92;1,76;1,88;1,88;1,69;1,44;1,40;1,37;1,28;1,28;1,03;1,03;1,03;1,25;1,28;1,37;1,07;1,10;1,14;1,17;1,69;1,72;1,69;1,65;1,58;1,58;1,54;1,47;1,40;1,40;1,40;1,40;1,40
140,00;1,76;1,72;1,76;1,80;1,72;1,83;1,92;1,58;1,54;1,25;1,28;1,28;1,32;1,17;1,03;1,03;1,03;1,25;1,28;1,37;1,07;1,10;1,14;1,17;1,69;1,69;1,65;1,65;1,58;1,58;1,51;1,47;1,44;1,40;1,40;1,40;1,40
141,00;1,47;1,58;1,58;1,54;1,72;1,92;1,72;1,47;1,37;1,21;1,25;1,21;1,25;1,03;0,99;1,03;1,03;1,25;1,28;1,37;1,07;1,10;1,14;1,17;1,65;1,65;1,65;1,65;1,58;1,54;1,51;1,47;1,47;1,40;1,40;1,40;1,40
142,00;1,54;1,47;1,54;1,69;1,76;1,72;1,58;1,37;1,25;1,14;1,17;1,17;1,21;0,99;0,99;0,99;0,99;1,21;1,28;1,32;1,07;1,10;1,14;1,17;1,65;1,65;1,65;1,62;1,58;1,54;1,51;1,47;1,40;1,40;1,44;1,47;1,47
143,00;1,62;1,58;1,62;1,69;1,58;1,51;1,47;1,25;1,17;1,17;1,10;1,14;1,17;0,99;0,99;0,99;0,99;1,21;1,28;1,32;1,07;1,10;1,10;1,14;1,65;1,65;1,65;1,62;1,58;1,54;1,51;1,47;1,40;1,40;1,44;1,47;1,47
144,00;1,54;1,62;1,51;1,47;1,40;1,44;1,32;1,17;1,10;1,25;1,10;1,10;1,14;0,96;0,99;0,99;0,99;1,21;1,25;1,32;1,03;1,07;1,10;1,14;1,58;1,62;1,62;1,62;1,58;1,54;1,51;1,47;1,40;1,40;1,40;1,47;1,47
145,00;1,32;1,32;1,32;1,32;1,37;1,28;1,17;1,14;1,10;1,10;1,10;1,10;1,10;0,59;0,99;0,96;0,99;1,21;1,25;1,28;1,03;1,07;1,10;1,14;1,58;1,58;1,58;1,58;1,54;1,54;1,51;1,47;1,40;1,40;1,40;1,44;1,47
146,00;1,25;1,25;1,21;1,28;1,25;1,17;1,10;1,07;1,07;1,07;1,07;1,14;1,10;0,96;0,96;0,96;0,99;1,14;1,21;1,28;1,03;1,07;1,07;1,10;1,58;1,58;1,58;1,54;1,54;1,54;1,47;1,47;1,40;1,40;1,40;1,44;1,47
147,00;1,17;1,21;1,17;1,14;1,07;1,07;1,07;1,07;1,10;1,07;1,07;1,10;1,10;0,96;0,96;0,96;0,99;1,14;1,21;1,25;0,99;1,03;1,07;1,10;1,54;1,54;1,51;1,54;1,51;1,47;1,47;1,44;1,40;1,40;1,40;1,44;1,47
148,00;1,03;1,03;1,03;1,03;0,99;1,03;1,07;1,03;1,10;1,07;1,07;1,10;1,17;0,55;0,92;0,92;0,96;1,14;1,17;1,25;0,99;1,03;1,07;1,10;1,51;1,51;1,51;1,47;1,47;1,47;1,47;1,40;1,40;1,40;1,44;1,44;1,47
149,00;0,89;0,96;0,92;0,96;0,99;1,03;1,03;1,03;1,03;1,07;0,99;1,03;1,10;0,55;0,92;0,92;0,92;1,14;1,17;1,21;0,99;1,03;1,03;1,07;1,47;1,47;1,44;1,47;1,47;1,47;1,44;1,40;1,40;1,40;1,40;1,40;1,47
150,00;0,89;0,89;0,92;0,89;0,96;0,99;0,99;0,99;0,99;0,99;0,99;0,99;0,99;0,51;0,51;0,89;0,92;1,10;1,14;1,17;0,96;0,99;0,99;1,03;1,37;1,40;1,44;1,40;1,44;1,40;1,40;1,40;1,37;1,37;1,40;1,40;1,40
151,00;0,81;0,89;0,85;0,89;0,92;0,96;0,99;0,99;0,99;0,96;0,96;0,96;0,96;0,51;0,51;0,51;0,51;1,03;1,07;1,10;0,92;0,96;0,99;1,03;1,37;1,37;1,37;1,40;1,37;1,40;1,37;1,37;1,32;1,32;1,37;1,40;1,40
152,00;0,81;0,81;0,85;0,89;0,92;0,96;0,99;0,99;0,99;0,96;0,96;0,92;0,92;0,48;0,51;0,48;0,48;0,99;0,99;1,07;0,92;0,96;0,96;0,99;1,28;1,32;1,37;1,32;1,32;1,32;1,32;1,32;1,28;1,32;1,37;1,37;1,40
153,00;0,81;0,81;0,85;0,85;0,89;0,92;0,99;0,99;0,96;0,96;0,92;0,92;0,92;0,48;0,48;0,48;0,48;0,96;0,99;1,03;0,89;0,92;0,92;0,96;1,21;1,25;1,28;1,32;1,28;1,32;1,28;1,25;1,28;1,25;1,28;1,32;1,32
154,00;0,73;0,81;0,81;0,81;0,89;0,92;0,92;0,96;0,96;0,92;0,89;0,92;0,89;0,48;0,48;0,44;0,48;0,92;0,96;0,99;0,89;0,92;0,92;0,96;1,21;1,21;1,21;1,25;1,25;1,25;1,25;1,25;1,21;1,25;1,25;1,25;1,32
155,00;0,73;0,73;0,77;0,81;0,85;0,89;0,92;0,96;0,96;0,89;0,89;0,89;0,89;0,44;0,44;0,44;0,44;0,89;0,92;0,96;0,85;0,89;0,92;0,92;1,14;1,17;1,21;1,21;1,21;1,25;1,21;1,17;1,21;1,17;1,21;1,21;1,25
156,00;0,73;0,73;0,77;0,81;0,85;0,89;0,92;0,92;0,92;0,89;0,89;0,85;0,85;0,44;0,44;0,44;0,44;0,89;0,92;0,96;0,85;0,89;0,89;0,92;1,14;1,14;1,17;1,17;1,17;1,17;1,17;1,17;1,14;1,17;1,17;1,17;1,25
157,00;0,66;0,73;0,73;0,81;0,81;0,85;0,92;0,92;0,89;0,89;0,85;0,85;0,85;0,44;0,41;0,41;0,44;0,85;0,89;0,92;0,48;0,89;0,89;0,89;1,10;1,10;1,14;1,14;1,14;1,14;1,14;1,10;1,14;1,14;1,14;1,14;1,17
158,00;0,66;0,73;0,73;0,73;0,77;0,85;0,85;0,89;0,89;0,85;0,81;0,85;0,81;0,41;0,41;0,41;0,41;0,85;0,85;0,89;0,81;0,85;0,89;0,89;1,07;1,10;1,10;1,10;1,14;1,10;1,10;1,10;1,07;1,10;1,10;1,10;1,17
159,00;0,66;0,66;0,73;0,73;0,77;0,81;0,85;0,85;0,89;0,81;0,81;0,81;0,81;0,41;0,41;0,41;0,41;0,81;0,85;0,89;0,44;0,48;0,85;0,89;1,07;1,07;1,07;1,10;1,07;1,07;1,07;1,03;1,07;1,07;1,07;1,10;1,10
160,00;0,66;0,66;0,69;0,73;0,77;0,77;0,85;0,85;0,85;0,81;0,81;0,81;0,77;0,41;0,41;0,41;0,41;0,81;0,85;0,85;0,44;0,48;0,48;0,89;0,99;1,03;1,03;1,03;1,07;1,03;1,03;1,03;0,99;1,03;1,03;1,03;1,10
161,00;0,59;0,66;0,66;0,66;0,73;0,77;0,77;0,85;0,81;0,81;0,81;0,77;0,77;0,41;0,41;0,41;0,41;0,77;0,81;0,85;0,44;0,48;0,48;0,85;0,99;0,99;0,99;1,03;0,99;0,99;0,99;0,99;0,99;0,99;0,99;1,03;1,03
162,00;0,59;0,62;0,66;0,66;0,69;0,73;0,77;0,77;0,81;0,81;0,81;0,77;0,77;0,41;0,41;0,41;0,41;0,77;0,77;0,85;0,44;0,44;0,44;0,48;0,99;0,96;0,99;0,96;0,99;0,96;0,96;0,96;0,96;0,96;0,96;0,96;1,03
163,00;0,59;0,59;0,62;0,66;0,69;0,73;0,77;0,77;0,77;0,81;0,81;0,77;0,77;0,41;0,41;0,41;0,41;0,77;0,77;0,81;0,41;0,44;0,44;0,44;0,96;0,96;0,92;0,96;0,92;0,92;0,92;0,92;0,92;0,92;0,92;0,96;0,96
164,00;0,51;0,59;0,59;0,66;0,66;0,69;0,69;0,77;0,77;0,77;0,77;0,77;0,73;0,41;0,41;0,41;0,41;0,77;0,77;0,81;0,41;0,41;0,44;0,44;0,92;0,92;0,92;0,92;0,92;0,89;0,92;0,89;0,92;0,89;0,92;0,92;0,96
165,00;0,51;0,55;0,59;0,59;0,62;0,66;0,69;0,69;0,73;0,73;0,73;0,73;0,73;0,37;0,41;0,41;0,41;0,77;0,77;0,81;0,41;0,41;0,41;0,44;0,89;0,89;0,85;0,89;0,85;0,89;0,85;0,89;0,85;0,89;0,85;0,89;0,89
166,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
167,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
168,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
169,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
170,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
171,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
172,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
173,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
174,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
175,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
